what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787407932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787408107
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481787408124
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481787419530
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787431173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787443108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787457759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787474663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787479377
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787481566
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787484295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787489248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787495755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787495872
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481787495891
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1481787502292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787503124
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787503252
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481787503268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787504880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787510481
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787520196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787659903
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787660528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787662172
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481787669461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787671697
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787671900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481787671935
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481787673024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787689395
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1481787693232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1481787693930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787760053
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787761395
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787761556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787763819
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787763933
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481787763956
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787765290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787766008
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787766618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787802831
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481787868497
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481787871291
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481787873745
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787881080
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787883622
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787899772
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787899975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481787900077
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481787901624
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481787903223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787927810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787929385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787933854
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787934054
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481787934091
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481787938737
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481787941947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787949592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481787950353
