what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481746829127
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481746935253
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481746959361
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481746968319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481746968513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481746968535
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481746973189
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1481746974336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481746977932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481746978116
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481746978143
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1481746988367
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481746992717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481746998902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481746999086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481746999108
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481747008021
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1481747071310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747071775
opened,editor,org.eclipse.wst.wsdl.ui,1.2.306.v201106290347,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1481747071955
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1481747072058
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1481747072067
activated,editor,org.eclipse.wst.wsdl.ui,1.2.306.v201106290347,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1481747072072
started,bundle,org.eclipse.wst.wsi,1.0.400.v201004220210,"org.eclipse.wst.wsi",1481747073569
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1481747073581
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1481747073584
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1481747074757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747084304
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747113419
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1481747129554
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747132820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747134436
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1481747155671
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481747155976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747173790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747248869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747259908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747291945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747304876
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747309920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747317979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747334427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747336833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747340297
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747352746
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747362533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747365665
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747392505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747400199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747429350
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747442406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747467450
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747474887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747523760
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481747530743
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481747532477
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481747568978
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747589669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747590002
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481747590022
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747614972
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747616606
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747621314
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747621505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481747621533
activated,editor,org.eclipse.bpel.ui,0.8.0.201509221212,"org.eclipse.bpel.ui.bpeleditor",1481747625850
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747655873
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747691926
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1481747697567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747702969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747703161
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1481747703209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747707739
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747754079
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747755386
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747865913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481747870848
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481748009633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481748010348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481748030798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481748032964
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481748034092
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1481748034467
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1481748034991
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1481748034993
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1481748034994
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1481748034995
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1481748034996
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1481748034997
